Received Date,From,Email Subject,Message Content
2021-09-02 20:29:33+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>","Dear Customer, avail a loan of Rs 340000 on your ICICI Bank Credit Card in two clicks","multipart/alternative;
	boundary=""b1_b327829ca080481ae65a0646605ff1c7"""
2021-09-02 20:23:43+05:30,First Citizen <noreply@firstcitizen.shoppersstop.com>,=?UTF-8?Q?=F0=9F=93=A2Join_our_Brand_Fest_|_Upto_60%_OFF_on_Homeware?=,"multipart/alternative;
	boundary=""b1_666944f930e609c174c30eb94d977f42"""
2021-09-02 19:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 18:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 18:28:20+05:30,Paul Kelly <Paul@ExcelMacroMastery.com>,The webinar replay is now available...,multipart/alternative; boundary=dfa53a18db23c97d6761d354ddb4edc905779938d7ad2f720c65e1358016
2021-09-02 18:17:13+05:30,"""YES BANK CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Save on daily essentials at bigbasket & bbdaily,"multipart/alternative;
	boundary=""----=_NextPart_396_11C71B2F.11C71B2F"""
2021-09-02 17:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 17:48:04+05:30,HDFC Bank <informations@hdfcbank.net>,"=?utf-8?B?QS9jIE5vOnh4MzMyMCwgWW91IGFyZSBub3QgYWxvbmUhIFdl?=
	=?utf-8?B?J3ZlIGdvdCB5b3UgY292ZXJlZMKg8J+Ygw==?=","text/html;
	charset=""utf-8"""
2021-09-02 17:30:06+05:30,"""Nomics.com News"" <news@nomics.com>","DOGE Up 8.59%, Twitter Rolling Out Bitcoin Tipping Feature, Latest
 Code Update Suggests =?UTF-8?B?4oCT?= News Bitcoin News",multipart/related; boundary=08b72d0f33c12db4f34f324bf6d80962190f2b769640c77278ffec8d92f1
2021-09-02 17:22:11+05:30,MoneyTap <info@updates.moneytap.com>,MoneyTap Weekly Bulletin: Bank holidays in September 2021.,"multipart/alternative;
	boundary=""b1_75d41a0d8c4eab8566b2c1918794f472"""
2021-09-02 16:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 16:31:15+05:30,Myntra <updates@myntra.com>,Skin & Hair Elixir Derived From Nature!,"multipart/alternative;
	boundary=""b1_114752929e5922d6ea44d3c8307ef034"""
2021-09-02 15:52:48+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 14:52:50+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 14:25:39+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_29623355_331510772.1630572956463"""
2021-09-02 14:05:40+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_8450836_933990509.1630571736581"""
2021-09-02 13:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 13:42:29+05:30,"""SpiceJet"" <spicejet@web-spicejet.com>",We care for our healthcare professionals. Enjoy a 30% discount on our flights.,"multipart/alternative;
	boundary=""----=_NextPart_001_64EA1468.64EA1468"""
2021-09-02 13:15:01+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,=?UTF-8?Q?=F0=9F=93=A2Join_our_Brand_Fest_|_Upto_60%_OFF_on_Homeware?=,"multipart/alternative;
	boundary=""b1_0a6eb9b37cb9b55a1303605e74bacb90"""
2021-09-02 12:52:53+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 11:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 11:31:17+05:30,HDFC Bank <informations@hdfcbank.net>,"=?utf-8?B?REVFUEFLLGNvbnZlcnQgeW91ciBzcGVuZCBDcmVkaXQgQ2Fy?=
	=?utf-8?B?ZCB4eDUzNDQgIPCfkrM=?=","text/html;
	charset=""utf-8"""
2021-09-02 10:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 10:45:39+05:30,XDA <newsletter@xda-developers.com>,=?UTF-8?Q?Google_Assistant=E2=80=99s_quick_phrases_will_let_you_ditch_the_=E2=80=9CHey_Google=E2=80=9D_hotword?=,text/html; charset=UTF-8
2021-09-02 10:37:58+05:30,ixigo <info@ixigo.com>,"=?UTF-8?Q?Get_upto_=E2=82=B91000_Of?=
 =?UTF-8?Q?f_on_Flights!_=E2=9C=88=EF=B8=8F=F0=9F=92=B0?=","multipart/alternative; 
	boundary=""----=_Part_287073_313149054.1630559278168"""
2021-09-02 10:06:35+05:30,"""Citibank India"" <Service@indiacommunications.citi.com>","=?UTF-8?B?Q29uZ3JhdHVsYXRpb25zISBQYXlpbmcgZm9yIHlvdXIgY3JlZGl0?=
 =?UTF-8?B?IGNhcmQgb3V0c3RhbmRpbmcg8J+ThSAganVzdCBnb3QgZWFzaWVyIPCfmIo=?=","multipart/alternative;
	boundary=""xwwK2EAwob6p=_?:"""
2021-09-02 10:04:53+05:30,"""Amazon.in Reviews"" <customer-reviews-messages@amazon.in>","Deepak Nambiar, did 'AGARO - 33283 Type-C to USB A Female OTG...'
 meet your expectations? Review it on Amazon","multipart/alternative; 
	boundary=""----=_Part_319286_310778793.1630557293254"""
2021-09-02 09:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 08:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 07:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 07:40:20+05:30,CoinCodex <noreply@coincodex.com>,"=?utf-8?B?4q2Q?= Your Daily Crypto Recap (Sep 2, 2021).","multipart/alternative; 
	boundary=""----=_Part_75308_369746150.1630548619586"""
2021-09-02 07:00:02+05:30,Medium Daily Digest <noreply@medium.com>,"=?UTF-8?B?TGV04oCZcw==?= create an Instagram bot to show you the
 power of Selenium! | =?UTF-8?B?SsOpcsO0bWU=?= Mottet in Better Programming",multipart/alternative; boundary=61fc563641c14ede21e79b4a149428bb90825fe7b3e22d5daebf4cb51179
2021-09-02 06:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 05:57:15+05:30,"""Amazon.in"" <store-news@amazon.in>","""Scotch-Brite No-Dust Broom, Long..."" and more","multipart/alternative; 
	boundary=""----=_Part_188696_1692031933.1630542434536"""
2021-09-02 05:04:06+05:30,"""Citibank India"" <Service@indiacommunications.citi.com>","=?UTF-8?B?U2F2ZSB1cHRvIFJzLiA2MDAgb24geW91ciBHcm9jZXJpZXMgc2hv?=
 =?UTF-8?B?cHBpbmcgb24gQmlnQmFza2V0IPCfm5Igd2l0aCBDaXRpIGNhcmRzLCBTaG9w?=
 =?UTF-8?B?IG5vdyE=?=","multipart/alternative;
	boundary=""b0bmNSjEgVoU=_?:"""
2021-09-02 03:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 02:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 01:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 00:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-02 00:52:35+05:30,"""=?UTF-8?B?Qm9va015U2hvdw==?="" <no-reply@newsletter.bookmyshow.com>",=?UTF-8?B?QmVubnkgRGF5YWwncyBoZXJlIGZvciB5b3VyIG1vbmV5ISDwn5ix?=  ,"text/html; charset=""utf-8"""
2021-09-01 23:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 23:18:13+05:30,ICICI Bank <services@custcomm.icicibank.com>,"The Orange Book: September edition presents, life lessons to improve your financial quotient. Read now!","multipart/alternative;
	boundary=""b1_68fd24cd6455197a10da6f9735a934dd"""
2021-09-01 22:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 22:26:46+05:30,HDFC Bank <informations@hdfcbank.net>,"=?utf-8?B?RGVlcGFrIFMgTmFtYmlhcjogU3RvY2sgdXAgeW91ciBvbiBt?=
	=?utf-8?B?b250aGx5IGdyb2Nlcmllcy4uwqDwn42OwqDwn42r?=","text/html;
	charset=""utf-8"""
2021-09-01 21:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 20:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 20:34:56+05:30,Myntra <updates@myntra.com>,Urbanic Is Now On Myntra,"multipart/alternative;
	boundary=""b1_37989d2c37040cfa8d91387990d9237d"""
2021-09-01 19:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 19:35:16+05:30,YES BANK Alerts <alerts@yesbank.in>,Payment Due Reminder - Yes Bank Credit Card,"multipart/alternative;
	boundary=""b1_4USrQR0SCoZqLVYoTGINVHwvc3nnJUSLjwJTt73o"""
2021-09-01 18:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 18:22:13+05:30,Analytics Vidhya <connect@analyticsvidhya.com>,Success Roadmap to Become a Data Scientist with a Guaranteed JOB | Know More,"multipart/alternative; boundary=""-------?=_24275-2202084848284"""
2021-09-01 17:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 17:40:04+05:30,BookMyShow <no-reply@entertainment.bookmyshow.com>,Get ready for an action fest with 'F9' & 'Shang Chi',text/html; charset=ISO-8859-1
2021-09-01 17:30:02+05:30,"""Nomics.com News"" <news@nomics.com>","XRP Up 4.15%, The implications of legalising BTC",multipart/related; boundary=dbff66a20add327eb7025923fcef93d1279106389a9447a3475b8c0b485b
2021-09-01 17:06:52+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,For him and for her: the accessories,"multipart/alternative;
	boundary=""b1_71c1e99f21fe960f5f519eac36959f02"""
2021-09-01 16:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 16:13:07+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>","Get a 10% instant discount on Flipkart, with ICICI Bank Cards","multipart/alternative;
	boundary=""b1_a79aebff57b97dd4ac38b21b823a0707"""
2021-09-01 15:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 14:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 13:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 12:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 11:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 10:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 10:07:30+05:30,XDA <newsletter@xda-developers.com>,Microsoft is booting ineligible Windows 11 PCs out of the Windows Insider Program,text/html; charset=UTF-8
2021-09-01 09:53:13+05:30,Your KLI Statements <kli.psecommunication@kotak.com>,Communication for Policy no 03963077 - Renewal Notice,"multipart/mixed; 
	boundary=""----=_Part_39_1711255547.1630470177912"""
2021-09-01 09:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 08:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 08:46:31+05:30,"""Amazon.in E-mail Subscriptions"" <delivers@amazon.in>",You unsubscribed from Acer TV launch September at Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_2312150_1169176404.1630466191469"""
2021-09-01 08:46:03+05:30,"""Amazon.in E-mail Subscriptions"" <delivers@amazon.in>",You subscribed to Acer TV launch September at Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_2269882_1856264556.1630466162445"""
2021-09-01 07:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 07:40:19+05:30,CoinCodex <noreply@coincodex.com>,"=?utf-8?B?4q2Q?= Your Daily Crypto Recap (Sep 1, 2021).","multipart/alternative; 
	boundary=""----=_Part_6470_1890549464.1630462217681"""
2021-09-01 07:00:03+05:30,Medium Daily Digest <noreply@medium.com>,What Do You See When You Close Your Eyes? | Elizabeth Dawber,multipart/alternative; boundary=56d6ee2b1e461bb8c2cf3df611b8af71bd12fb71e8f9ceb4848aae34955d
2021-09-01 06:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 05:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 04:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 03:58:19+05:30,YONO SBI <yonobysbi@sbi.co.in>,"Get life cover of Rs. 1,100,000 without any medical test or
 document. TnCs Apply.","text/html; charset=""us-ascii"""
2021-09-01 03:08:09+05:30,"""Citibank India"" <Service@indiacommunications.citi.com>",Get Amazon Pay Gift Cards on Merchant EMI transactions on Amazon.in,"multipart/alternative;
	boundary=""KIwkpBR8WeIh=_?:"""
2021-09-01 03:01:28+05:30,ICICI Bank <services@custcomm.icicibank.com>,Who laid the foundation of your personal finance?,"multipart/alternative;
	boundary=""b1_e5827f692687c14ecb14f19732694fd8"""
2021-09-01 02:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 01:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 00:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-09-01 00:08:41+05:30,"""Citibank India"" <Service@indiacommunications.citi.com>","=?UTF-8?B?Q29uZ3JhdHVsYXRpb25zISBQYXlpbmcgZm9yIHlvdXIgY3JlZGl0?=
 =?UTF-8?B?IGNhcmQgb3V0c3RhbmRpbmcg8J+ThSAganVzdCBnb3QgZWFzaWVyIPCfmIo=?=","multipart/alternative;
	boundary=""6IF89qOltx6Q=_?:"""
2021-08-31 23:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 23:01:31+05:30,NSDL <communications@nsdl.co.in>,=?UTF-8?Q?e-_Voting_Process_Simplified_=E2=80=93_NSDL?=,"multipart/alternative;
	boundary=""b1_ce63f71ba74bed810b38f8162438967f"""
2021-08-31 22:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 21:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 20:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 20:30:08+05:30,Paul Kelly <Paul@ExcelMacroMastery.com>,How to Build VBA Applications Like a Pro,multipart/alternative; boundary=9c090a336fa497d4ddfe11ac48fef5a295c9b969faed61c141610802f66a
2021-08-31 19:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 19:06:49+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Redeem Reward Points for E-Vouchers of your choice,"multipart/alternative;
	boundary=""----=_NextPart_476_07A7DF4D.07A7DF4D"""
2021-08-31 18:59:41+05:30,<agm.preciousmetals@sbi.co.in>,"=?UTF-8?Q?Sovereign_Gold_Bond_Scheme_2021-22_?=
 =?UTF-8?Q?Series-_VI:_Discount_of_=E2=82=B950/-_per_g?=
 =?UTF-8?Q?ram_to_investors_applying_online_an?=
 =?UTF-8?Q?d_payment_made_through_digital_mode.?=","text/html; charset=""UTF-8"""
2021-08-31 18:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 18:49:42+05:30,HDFC Bank <information@hdfcbank.net>,Get your Detailed CIBIL Score report for FREE!,"text/html;
	charset=""utf-8"""
2021-08-31 18:40:25+05:30,"""Amazon.in"" <store-news@amazon.in>",iBELL Prime Tower Fan with 25...,"multipart/alternative; 
	boundary=""----=_Part_2010024_2007235407.1630415423339"""
2021-08-31 18:07:05+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Up to 20% off on Health & Wellness Brands,"multipart/alternative;
	boundary=""----=_NextPart_891_077129C5.077129C5"""
2021-08-31 17:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 17:30:28+05:30,"""Nomics.com News"" <news@nomics.com>","ETH Up 7.91%, Your Crypto Newsletter",multipart/related; boundary=9b1a4626aa9d54e07e6b889c0d961a957c4157cca63d673a67e5768d8c35
2021-08-31 16:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 15:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 14:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 14:30:32+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_13125643_407123850.1630400450152"""
2021-08-31 13:56:20+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,Insta Updates for you!,"text/html;
	charset=""ISO-8859-1"""
2021-08-31 13:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 13:13:02+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,FINAL HOURS to shop Women's Styles,"multipart/alternative;
	boundary=""b1_20fe9ab790729f7b47482e3412353e0b"""
2021-08-31 12:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 12:24:34+05:30,HDFC Bank - Old Madras Road <informations@hdfcbank.net>,"=?utf-8?B?SGkgRGVlcGFrIFMgTmFtYmlhciwgV29ycmllZCwgeW91IG1h?=
	=?utf-8?B?eSBlbmQgdXAgc3BlbmRpbmfCoPCfkrggeW91ciBzYXZpbmdz?=","text/html;
	charset=""utf-8"""
2021-08-31 11:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 11:40:56+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Healthcare offer for you,"multipart/alternative;
	boundary=""----=_NextPart_316_060FA683.060FA683"""
2021-08-31 10:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 10:40:21+05:30,HDFC Bank <Information@hdfcbank.net>,"Deepak, Claim 100% Refund@ProcessingFee on your Loan on
 =?UTF-8?Q?Credit=F0=9F=92=B3No=2Exx5344?=","multipart/alternative; boundary=""----sinikael-?=_1-637520872"""
2021-08-31 09:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 09:32:29+05:30,XDA <newsletter@xda-developers.com>,Apple's MagSafe charger is now on sale for $30,text/html; charset=UTF-8
2021-08-31 08:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 08:52:04+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>","Enjoy an instant discount on BigBasket, with ICICI Bank Cards","multipart/alternative;
	boundary=""b1_6f8dfaf69e5b568e98b6abc9a9917c09"""
2021-08-31 08:30:17+05:30,"""Amazon Internet Services Pvt. Ltd."" <aws-india-marketing@amazon.com>",Optimize and save costs for your business,"multipart/alternative; 
	boundary=""----=_Part_93273886_943418868.1630378815179"""
2021-08-31 07:55:20+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_6923727_1119301475.1630376735633"""
2021-08-31 07:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 07:40:16+05:30,CoinCodex <noreply@coincodex.com>,"=?utf-8?B?4q2Q?= Your Daily Crypto Recap (Aug 31, 2021).","multipart/alternative; 
	boundary=""----=_Part_59729_1509255080.1630375815606"""
2021-08-31 07:00:05+05:30,Medium Daily Digest <noreply@medium.com>,"Robust & Resilient Web Scraping with AutoScrape | Ravi in Analytics
 Vidhya",multipart/alternative; boundary=a853f955d0eda2c53ffaec593dbee78645b8cd64d896c8523483639760ed
2021-08-31 06:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 05:52:47+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 03:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 02:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 01:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-31 01:07:33+05:30,Netflix <info@mailer.netflix.com>,"Deepak, here's what's coming soon to Netflix","multipart/alternative; 
	boundary=""----=_Part_13418_127199158.1630352251891"""
2021-08-31 00:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-30 23:31:45+05:30,Paul Kelly <Paul@ExcelMacroMastery.com>,How to Build VBA Applications Like a Pro,multipart/alternative; boundary=6523c2846f8f19845a95f121d6af3f610ca99a8ba5d2705c0173705461bb
2021-08-30 22:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
2021-08-30 21:52:46+05:30,CoWIN Vaccine Tracker <dnambiar.mamba@gmail.com>,Vaccines are available in 5 centers,"text/plain; charset=""UTF-8""; format=flowed; delsp=yes"
